annotations,tweets,labels
😩,about to hit up nancy because i been craving brownies for the longest,6
😩,i have to cancel my hair app i need to wear my real hair for a while,6
😩,i cant stop smiling its so embarrassing,6
😩,need someone to see the big with,6
😩,i be seeing some of yall tweeting straight dogging women like damn who hurt you,6
😩,seeing peoples snapchats of them in ante is making me so jealous,6
😩,i wanted some,6
😩,its official i dont want to go to work tonight in this weather,6
😩,and its so comfortable,6
😩,do it im skint need them money,6
😩,man im one broke bitch,6
😩,snap me bbbbbrandy im so bored,6
😩,graveyard shift kicking my ass,6
😩,this shoot has got to be my favorite of hers its so raw and beautiful,6
😩,gutted i didnt go no after partys,6
😩,wow im disgusted at myself,6
😩,i should be in shorts and shirt now not wearing layers and a rain jacket come on summer,6
😩,tired and hungry,6
😩,i was to lit lastnight,6
😩,i dont know where i would go though plus my hubby is a mamas boy so i kno he gone feel some type of about leaving his mom,6
😩,ready to be done with this,6
😩,lonely,6
😩,it score,6
😩,im trying not to eat out today,6
😩,exam tomorrow,6
😩,what happened to him bro,6
😩,savage life riding,6
😩,yeah i feel you,6
😩,teach me,6
😩,having on snapchat is depressing me right now take me back,6
😩,tomorrow is the last day i have to wake up early,6
😩,i wish i can go back to bed,6
😩,can somebody wand curl my hair,6
😩,me too,6
😩,man i need to go to bed,6
😩,i cant get my phone to download did it says download on next page but the page never opens help,6
😩,hell yeah,6
😩,somebody help me take my hair down,6
😩,my mum asked me why,6
😩,i just want my hoodie,6
😩,somebody bring me wing express tomorrow,6
😩,where the salvadorian females at there genes is blessed,6
😩,my jam,6
😩,i need to go to the doctors asap,6
😩,come back to me,6
😩,this girl from my school is posting nasty shit on my ig feed i wanna comment shut your ugly ass up so bad,6
😩,why young,6
😩,she he leave i say damn i fucking miss him,6
😩,this doesnt make sense it shouldnt be hotter in california than texas,6
😩,in jersey tryna move to queensboro its taking too long,6
😩,desperately need a dunking date with,6
😩,biq sundays are what i live for,6
😩,craving beans and plantain i dont even like beans,6
😩,i hate being sick yoo,6
😩,what is wrong with me i shouldnt be feeling like this,6
😩,no for somebody it me,6
😩,my uber driver is lost or something,6
😩,funny,6
😩,he irritates my fucking soul i swear,6
😩,lol im done,6
😩,agreed,6
😩,clearly should be in the office drunk twerking right now,6
😩,ik for im bout to take a nap real quick but customers keep coming in,6
😩,its facts im going to get to superman and im doing whatever it takes to get there watch me work,6
😩,same,6
😩,wishing i was here i no regents or stress,6
😩,i miss you too,6
😩,i cant believe is getting married today we were just third graders like last week,6
😩,keep seeing coming soon but not soon enough,6
😩,remember having a huge crush on lil wayne when i was amp he had a concert on my birthday but i couldnt cause i was too young,6
😩,aww omg,6
😩,watching some documentary about fred and rose west means im gonna have some weird dreams tonight,6
😩,wheres viv,6
😩,less bitch it sound good i know,6
😩,i just learned this,6
😩,literally i just want to go home i hate hospitals so much,6
😩,i lose em too fast im scared to count my niggas,6
😩,im having such a hard time putting lotion on my tat cant reach it,6
😩,i have no idea,6
😩,bitches good for sneak dissing on twitter,6
😩,nah i just want them to leave me alone,6
😩,yes hon is it feels like someone stabbed me with a knife for a gazillion times,6
😩,its so many of them,6
😩,baby u a drug baby u a drug,6
😩,yall hoes got all the time on yall hands to tweet about me but no worries,6
😩,im really excited cant wait,6
😩,u might as well not even go to bed damn near just get a energy drink and sleep in the car,6
😩,im finna its i been up all morning,6
😩,lmfaoooo i wish i can do that at my job,6
😩,dude i miss you we had fun in avid until you abandoned all of us you were hilarious,6
😩,still my favorite tweet rosa i miss you,6
😩,always watching reck it ralph,6
😩,contest going to sort chelsea right out isnt he,6
😩,i feel you the struggle is so real not being able to see wife,6
😩,stinking migraine still any developments in your trial i,6
😩,as expected,6
😩,same,6
😩,i was cute yesterday i didnt take no pictures,6
😩,all im waiting on is fuller house season,6
😩,i hate this world sometimes,6
😩,want another tattoo,6
😩,could certainly do with some,6
😩,grocery made now i can go home an munch out,6
😩,havent even got front row left id travel hours,6
😩,my alarm did not go off,6
😩,hey twitter,6
😩,you thought i was bullshitty about brandy daughter,6
😩,whenever i get back we gotta do something,6
😩,all my muscles ache,6
😩,you ah goddess doe,6
😩,third day in a row with a serious headache,6
😩,only england,6
😩,is my favorite,6
😩,yeah but i dont see many colored christians killing gays,6
😩,in need of a spa day,6
😩,i miss you in class now,6
😩,i wish that was me bruh,6
😩,been at mobile for so long,6
😩,ive only had smoothies for the passes days amp im starving i need food these braces will be the end of me cant wait to have them off,6
😩,i need a denny in my life you know without the whole dying part tho,6
😩,i dont have time to get dunking donuts and its killing me,6
😩,work today,6
😩,hangovers and other pal dont mix at all,6
😩,thought about putting a tenner on iceland good price,6
😩,i am a cake,6
😩,this bird is driving me bat she crazy,6
😩,land i was so gone last night,6
😩,its my day off what am i doing awake,6
😩,its hoot outside,6
😩,same,6
😩,i hate being sober i think soooo much,6
😩,ill phone you later babe,6
😩,she so pretty,6
😩,never a dull moment on my to there is constant stories being up and ninjas everywhere defending our girl,6
😩,this man is hilarious yet so on point,6
😩,was at the hospital looking like a damn fool earlier for my brother and bestfriend,6
😩,gotta figure out what ima do to my hair this summer cuz my hair and this heat dont mix,6
😩,i asked my mom to bring me food but ink if i can stay awake to eat it,6
😩,just now getting home from last night dog,6
😩,im henna show you i tried after sew ins thats enough im over it,6
😩,they dont have any fucking albums those were actors she really aint playing suh,6
😩,summer started ooff wrong rip scoot,6
😩,finna go put in these hours early asl,6
😩,no one has talked to me all day,6
😩,lao it oh my gawd the last one,6
😩,oh man youre off arent you its alright im off the week after i,6
😩,didnt do much today and sleepy af,6
😩,but i dont feel like sitting in the car place for all them hours,6
😩,ive used and bottles of aloe in the past five hours it soaks right in and then reapply,6
😩,im really fat as shit,6
😩,if he dont give you back rubs amp massage your feet he dont love you,6
😩,ink how some of yall girls be everywhere without calls parents tripping,6
😩,my manager called me the wrong name,6
😩,this was my shit in middle school,6
😩,i need some good chili,6
😩,im so sleepy,6
😩,woke up,6
😩,craving,6
😩,so beautiful,6
😩,should not have taken a nap earlier,6
😩,sebastian please call me it would mean the world to me please i love you so much i,6
😩,i just saw this truck,6
😩,talk to me,6
😩,how can the topic of the day on the to be about biscuits ooooh i cant cope,6
😩,foeman making southampton a flipagram to say sorry,6
😩,tow your order arrives but youve accidentally chosen the wrong style we can fix it it hates,6
😩,i gotta get up in hours i im still up,6
😩,im sleepy amp hungry as amp gotta go to work at,6
😩,wish my baby was up,6
😩,yes land but i had to come back to reality quick pull out game on allmadden,6
😩,i hate when im on my period i have no control of my emotions im laughing in this girls face and crying at the same damn time,6
😩,i was far too drunk last night,6
😩,i just wanna go to paris,6
😩,aint nothing like some cold apple juice,6
😩,i am literally buying a is so i can get that new spidey game it looks soooo sick,6
😩,lets go,6
😩,i think i ate to many fruits today,6
😩,still procrastinating on packing,6
😩,omg when are they playing it again,6
😩,it really is,6
😩,man ion feel like smoke wif,6
😩,this fuckin song,6
😩,i forgot my headphones at home,6
😩,i want a lady thats into basketball,6
😩,i hate having such a big heart sometimes,6
😩,super brave luckily i didnt get my brothers involved,6
😩,and the new season of oink still isnt on netflix,6
😩,italy is not letting them score,6
😩,why is no one up,6
😩,had to make some coffee cuz im bout to fall over,6
😩,why are we up so early,6
😩,i need to go to bed,6
😩,i wanna go see the conjuring,6
😩,waiting on tyler unis to get picked,6
😩,aint no way im getting my life together in a hour,6
😩,im struggling without wifi in,6
😩,how was that a goal take the lead,6
😩,im fat and i just wanna be comfortable,6
😩,konshens im coming thats everything,6
😩,so boring aman my class,6
😩,off the whole weekend amp its a must i go see my boy i miss him so much,6
😩,when you trying to breathe through cramps but it fails,6
😩,literally can not wait man,6
😩,yesss thats the only part i like,6
😩,damn i shouldve got a funnel cake it,6
😩,need,6
😩,he is vile how has he become more acceptable than jeremy corbin,6
😩,you are such a tease the little excerpt at the end has me reeling with questions,6
😩,so unfollow me i dont watch that shit it i wish didnt follow people who dont watch basketball to,6
😩,ahah no might be fate though cos i just tried to find em and they dont seem to be on the website anymore,6
😩,boy what hope he dont pay it no mind,6
😩,i gotta turn in my data ima do that tomorrow,6
😩,when you come away and realise in left ur going out clothes on back of bedroom door,6
😩,me too i love you too drunkypants,6
😩,anyone find the poster for i cant find it on the app,6
😩,god fucking dammit i spent all year counting the days to forest and its over already i cri atleast disco is only days away,6
😩,i have to get ready to start school shopping for cody,6
😩,i miss him a lot but im too stubborn so he still getting cut off,6
😩,thats cold mane,6
😩,i was supposed to be more productive with drawings today yet i wasnt,6
😩,cant decide,6
😩,damn,6
😩,my mind set somewhere else,6
😩,hate being up this early on a saturday,6
😩,i had to delete todays vid ill explain in tomorrows vid,6
😩,i always want ice cream,6
😩,i am so sore today,6
😩,it had been at least months,6
😩,gonna finish one piece in then off to the manga,6
😩,this is really crazy,6
😩,family of valley worker killed on freeway remembers beloved son,6
😩,head and a nap would be life in,6
😩,really somebody gonna hit my car fol,6
😩,im so used to one person i expect everybody to be like them,6
😩,i want soooo bad,6
😩,still sore from thursdays gym sesh,6
😩,i need to invest in some contacts but i rub my eyes too much,6
😩,i just wanted to come home amp take a peaceful shower,6
😩,take me back,6
😩,sex is amazing,6
😩,i hate it,6
😩,my brother always tryna get me drunk,6
😩,i want some pizza,6
😩,the things you do when you in a relationship all i wana do is sleep gotta make sure my baby straight first tho,6
😩,i cry every time shiiiiiid if i do it,6
😩,on a day in the life entrepreneur mom of and its summer break wwwnicolewalt,6
😩,see me too she made them so thin and she took like a piece of i demanded my money back but they didnt give it to me,6
😩,i really want my nails done,6
😩,seen this red challenger i want so bad going to look at it on my next off day,6
😩,why is he getting abs,6
😩,weve got million more people to choose from and its,6
😩,visiting missouri is such a tease right now august please come faster,6
😩,last summer was so fun,6
😩,sooooo ready,6
😩,im lookey nervous because i feel like the currys gonna go off,6
😩,i promise u it wouldnt of mattered way doe pull up,6
😩,release some music on itunes go on tour do something please,6
😩,i need somebody to go to the food truck festival with me,6
😩,damn ion wanna go to work today,6
😩,can i come over and play,6
😩,thanx for still trying to be my next,6
😩,zamani zamani ray i wet this is too sad mansomebody force her into a rehab before she kills herself,6
😩,days we havent even spoke to eachother,6
😩,no nothing special for day but i get hi touch for day,6
😩,i know i was crying telling my dad,6
😩,years would be nice but we cant even get through these months,6
😩,every time i am ready to go to sleep this baby wanna start kicking me,6
😩,what,6
😩,we can tell its broke with that spelling,6
😩,really hate feeling discouraged but i gotta do better on pushing myself,6
😩,oh thats fucking hilarious,6
😩,timmy prayer sample big tune,6
😩,finally getting my nails done after like three months,6
😩,been in the worst mood ever today clearly woke up on the wrong side of the bed this morning,6
😩,exactly my thoughts but it shouldnt be that way,6
😩,the wolf of wall street was such a good movie,6
😩,im full of resentment,6
😩,i want some jello amp some grapes,6
😩,i need some more sandals,6
😩,moisturizer amp black soap,6
😩,ew im sweating,6
😩,so jealous of everyone at video,6
😩,i wish i had those chicken nuggets from jack in the box in,6
😩,but i got a xbox,6
😩,still cant find these panties,6
😩,turned on notifications for be im not tryna miss the preorder while im at work,6
😩,i was hella embarrassed i got my stuff and just left yall its not yet and my day has been just,6
😩,same,6
😩,idly im too tired,6
😩,selena shook,6
😩,i swear,6
😩,screaming happy birthday from out the country to my bestfriend gonna celebrate when i get back i love you hates,6
😩,i need some coffee,6
😩,wish i had friends in springfield to do girl things with i literally do everything by myself,6
😩,two words on sight its gone be a murder,6
😩,you need to visit me,6
😩,ike it wasnt my fault tho so im about to get paid,6
😩,oh wait i forgot your leaving me,6
😩,craving chicken and waffles in i needs,6
😩,i just dont sleep i miss sleep so much,6
😩,i need to work on my bod more,6
😩,skittles,6
😩,well for a couple of seconds dean ambrose is the new champ now,6
😩,i saw that lol,6
😩,not you too barrel,6
😩,sebastian please call me it would mean the world to me please i love you so much i,6
😩,ang skit malaga best why u do this to me,6
😩,you are cute amp funny girl when is the next time we have class doe,6
😩,i want winston,6
😩,baylor is lookey worse,6
😩,soooo damn long ago,6
😩,nothing worse than walking am to the gym then realizing you forgot your headphones,6
😩,all i heard was timmy turner,6
😩,want sushi,6
😩,i have a weak spot for them,6
😩,im mad the weekends over already,6
😩,happy birthday sissy miss you so much where are you,6
😩,i need a massage james where you,6
😩,still doesnt feel real yet love you,6
😩,for better days,6
😩,i cannot i repeat cannot eat the noodles in the pack,6
😩,i couldnt even get papers stapled right with that temp,6
😩,its such a shame,6
😩,being an athlete,6
😩,im jealous of everyone that went to go see cole,6
😩,i want some deviled eggs so bad,6
😩,hopefully my lipstick came in the mail,6
😩,i be real deal freezing up that shit sooo crazy,6
😩,omg so tempted to buy these dresses,6
😩,weara daddy,6
😩,wishing i can have my all over again,6
😩,i didnt understand at first then i saw ufos glasses,6
😩,swear,6
😩,off i miss you gotta see you soon love you,6
😩,i wish i was going off for college im ready to get away,6
😩,over all i had fun with my friends i be missing them i hate being so far sometimes,6
😩,didnt realize how much stuff i didnt buy for her day party and still need chairs and tables,6
😩,dude its fucking lit omg,6
😩,brown skin and dark skin chicks are da best,6
😩,ty so much im so hard,6
😩,we get one too hate it,6
😩,hate being lonely when im hungover,6
😩,more weeks and i can feel normal again,6
😩,gotta go workout tomorrow,6
😩,wishing i was at ed,6
😩,pick up money and see my aunt,6
😩,true,6
😩,waking up early again la,6
😩,im just gonna watch movies today,6
😩,exactly,6
😩,awe whats wrong cousin,6
😩,sweet,6
😩,glazed all day back is in bits,6
😩,i had to switch my date i was just about to tell you,6
😩,havent shaved in a while so im going to die in my black leggings today,6
😩,bobo just called me and told me to come back so back to the hospital i go,6
😩,the deaf guy who walks around town handing out his little flyers asking for money gives me anxiety,6
😩,im tired of work feel like i havent been off in days,6
😩,i wanna go to whiskey chitty,6
😩,all the homies going to be today,6
😩,i leave tomorrow and i just wanna see himmmmm,6
😩,ive bent over and life is fucking me hard with no lube,6
😩,me critical mis snapchats,6
😩,i was feeling good as i missed those sleeps,6
😩,my of song,6
😩,i want some chick fil a,6
😩,im super sick i deleted me amp chanel convo i wanna cry all the pictures amp stuff was in there,6
😩,any chinese here or anyone who can read chinese i need help,6
😩,tryna see how long i can go without buying shoes while my account in digits,6
😩,why does everything have to be so complicated,6
😩,half my face has been numb for the last hours whys it not starting to fade,6
😩,lemme go pack,6
😩,i want a relationship like this gawd,6
😩,and are yall still in ayesha mentions jesus i hope not,6
😩,lorded less,6
😩,why does oink always end in such big cliffhanger,6
😩,mating earphones please,6
😩,one thing i cannot do is sleep with socks on,6
😩,white people,6
😩,i dont feel like going to the apple store,6
😩,i dead ass believe that every since kobe announces retirement the hate has been real,6
😩,take me back to the beach,6
😩,i dont even feel like i left my job yet im back here again,6
😩,i really want to go to mexico wif,6
😩,dont get me wrong i love our apartment but i dont like having neighbors and cant wait to have a backyard,6
😩,i have my sisters graduation party all day and night so yeah,6
😩,i always love a get away but after a few days im ready for my own bed,6
😩,i been waiting for pride all year and now im scared to go,6
😩,wish you couldve been there,6
😩,i gotta finish this work first,6
😩,soooo not a morning person but i will have a shot at appearing enthusiastic time check am,6
😩,i have so much to buy for school time to clock my hours again,6
😩,this is a must when you have i break,6
😩,trying to go friday for,6
😩,i will find some chill one of these days,6
😩,i needa see bae asap,6
😩,yes maam i feel it,6
😩,i dont like it he you ya stress,6
😩,that damn ranch hot dog so good,6
😩,i need to get me some headphones,6
😩,today is so perfect for the beach,6
😩,been eating seafood all weekend,6
😩,damn play be shooting bitch,6
😩,i stay balled up under some cover it be so cold in this house,6
😩,so full now,6
😩,every morning,6
😩,im tryna get at least more tats before the summer over,6
😩,same,6
😩,i know,6
😩,okay nom i cant sleep,6
😩,life,6
😩,cant see myself ever giving up on him,6
😩,getting off work and my boyfriend going in,6
😩,the previous figure was a disney infinity one which unfortunately folded,6
😩,my phone always dead,6
😩,some jamba juice sounds sooo good right now,6
😩,when youre stuck between building a race car or just going out amp get a luxury car,6
😩,i wanna go to japan but i aint tryna go solo,6
😩,brooklyn finally sleep,6
😩,i hate how crammed summer sessions are,6
😩,literally same,6
😩,ian get no type of sleep,6
😩,this opening,6
😩,can never seem to get any sleep,6
😩,forever wishing to have a chickfila in clarion,6
😩,ive never experienced a blow out and im so shaken up man,6
😩,later,6
😩,hate seeing the ones that i love hurt,6
😩,craving sushi omg,6
😩,engaged as of yesterday,6
😩,cause we aint friends bitch we family,6
😩,this would be so nice,6
😩,your curl pattern,6
😩,somebody take me on a spa day or something,6
😩,lao roasted,6
😩,i just want a bowl of cereal,6
😩,i had to see it be of you,6
😩,forever a believer,6
😩,john mayer absolutely gets me,6
😩,why didnt i put on the england football rugby cricket treble,6
😩,you literally said it a few his before,6
😩,it anybody,6
😩,my glasses picked a fine time to break,6
😩,praying i dont break out be of the sunflower seeds i ate today,6
😩,craving mashed potatoes,6
😩,is yo,6
😩,never thought this would happen to me,6
😩,too early for me to be feelin like this and i got work fol,6
😩,driving to pool with my mum as if its the last time ill ever be in flat,6
😩,been nauseous af for hours to wrong with me,6
😩,its just a teaser but im already shook i can already imagine harry playing mick,6
😩,tau looks oily af though,6
😩,sooooo im going into my room,6
😩,just want last day and prom and summer now,6
😩,gone off macdonalds aswell dont like any food atm ah well beef bod on its way,6
😩,banana laffy taffy,6
😩,if somebody wants to be a real map amp bring me buggy up to the hospital that would be amazing im barely functioning,6
😩,this is real life shit,6
😩,bruh this was all we listened too that whole summer,6
😩,its so hard for me too trust a nigga i cant give him my all,6
😩,i tweet in general so if you feel its about you so be it,6
😩,want,6
😩,oh my gawd,6
😩,nobody told me theres a coq of sweeter man,6
😩,they gone push u off it now as mean as i am to my neighbors they still invited us to they boat party,6
😩,this is really stressful,6
😩,god im trying,6
😩,too early for me,6
😩,such a boring to what happened to all the interesting people where you at,6
😩,my song,6
😩,waiting on oink season like,6
😩,i aint never ever been this hungry,6
😩,every hour theres something happening to labour,6
😩,am i asking for too much,6
😩,i really need to squeeze in and go get me a blow out for tomorrow,6
😩,i couldve been at tonight but instead im stuck here bored,6
😩,this child,6
😩,more minutes,6
😩,wishing i could call papi amp irk his nerves to order me food to this address be im hungry more days,6
😩,this article,6
😩,for the past two years ive landed in barcelona to attend innovation in the sun for a week so sad that im only going for a weekend,6
😩,i will gladly,6
😩,im broke fol,6
😩,california maki plus,6
😩,i need another slurpee,6
😩,so sad,6
😩,i hate waking up for work,6
😩,me canny can i take nap her what this button do,6
😩,i wanna go out amp do something,6
😩,if i knew how to play piano this would be me an my son,6
😩,can you make me do that,6
😩,hope inever loose the lol going a few hours without seeing him feel like forever wouldnt have no understanding,6
😩,i seriously need a gym partner,6
😩,but you moved thousands of miles away,6
😩,i hope not,6
😩,going to takes week break from all the yelling im doing,6
😩,the always fucking with me,6
😩,all lebron and the cars gotta do is keep it up on sunday,6
😩,i cant think of a nice topic for research,6
😩,u look rich,6
😩,you know you fucked up when you got those lit visiting hours,6
😩,starting season still very very upset that jon snow died,6
😩,i just wanna cuddle up maybe get my hair played with or something,6
😩,me too,6
😩,i was exactly like this at church,6
😩,how can someone keep me so sane amp drive me crazy at same time,6
😩,i badass miss my mom,6
😩,let me go clock in,6
😩,can i just go to the beach this weekend,6
😩,this cant be happening,6
😩,i just want to be in vegas already,6
😩,omg so soon,6
😩,all i do is think of her,6
😩,i honestly feel like crying in,6
😩,im off work lets get a session going,6
😩,no bestfriend no friends senior year needa go by fast,6
😩,stay,6
😩,up as if i dont have to go to work tomorrow,6
😩,i want another case,6
😩,can i please go back manono beach,6
😩,im so damn hungry i swear it feels like im always craving something,6
😩,camel and google,6
😩,want a new eyeshadow palette,6
😩,im tired as,6
😩,hot fries such a blessing to my life,6
😩,i love being a woman who can give life and nurture and spread endless amounts of love but i hate the physical pain sometimes,6
😩,i hate working so late,6
😩,i swear i get so pissed amp irritated when i cant get comfortable,6
😩,sucks i have to waste such a perfect day taking a test,6
😩,this is the perfect time to go out since all the men ate distracted by the game but its sunday,6
😩,i wanna get back to san francisco,6
😩,i really want to go blonde for summer but i dont want to damage it anymore then what it is,6
😩,the black and gold ones,6
😩,is this for real,6
😩,i know leaves me with no hope,6
😩,when one eyebrow looks better than the other,6
😩,i dont know what the fuck bit me but my ankle is swollen,6
😩,giiiiirl money aint like it was in the struggle must be real but ass we need to have a proper day out when you get back,6
😩,im honestly going broke,6
😩,wif sang fake af bottle already placed there then the i just threw the bottle somewhere else,6
😩,when a password needs to have one uppercase letter a number one symbol a horcrux and the blood of the lamb hates,6
😩,he went to sleep on me the conversation was just getting good,6
😩,im tweeting lyrics,6
😩,that is the most knackering run ive ever done,6
😩,my babes needs to grab me this,6
😩,dont play me,6
😩,need a banana stores frappe in my life,6
😩,break a bill its all over wit,6
😩,deedee i miss you,6
😩,what even happened between us,6
😩,i want to dance tomorrow,6
😩,i want more pizza,6
😩,thats how you know im faithful to him,6
😩,at that age gorgeous,6
😩,wish my hair was like this,6
😩,same thing,6
😩,hell yeah,6
😩,bruh wheres,6
😩,find thanks maya ur seriously always so sweet you slay me tho ily,6
😩,dont do us like that it let another crazy story happen in florida,6
😩,ink i have summer school,6
😩,also im now prepared and can better handle it enjoy it it carl is so extra i live,6
😩,one of my favorite shirts has a hole in it,6
😩,my boyfriend like getting his eyebrows done aww man,6
😩,same,6
😩,my mom will be in oakland for game now thats litttttt,6
😩,i do not wanna be in the city this weekend everything so boring to me,6
😩,these so cute omg,6
😩,i still cant tell the difference between brian and scott,6
😩,cant even post my pictures from treaty party,6
😩,i last saw yall in april this cant be life,6
😩,if i keep acting how im acting ima lose my relationship,6
😩,so nervous about tomorrow,6
😩,watching muhammad ali funeral while getting a hair cut,6
😩,i miss reba,6
😩,i just wanna get high and fuck somebody daughter,6
😩,i wanna soooo its my birthday weekend,6
😩,curve better be huge like points,6
😩,my kitten is months old and im already having to take her to the vet like shes old im so sad,6
😩,u aint lying,6
😩,bob morley hellare the the flash barry allen a lot more lol,6
😩,did it i wasnt informed,6
😩,if only high school was like this,6
😩,lao you wild ugly af crying ass little girl forever worried about me ect i have a list if you want it,6
😩,come on france what is u doing,6
😩,hate that braids dont go with every outfit amp you can only style em in like different styles,6
😩,im tired but cant fall asleep,6
😩,so basically were stuck with this whole nazi level propaganda to wow,6
😩,tell me burrito see you,6
😩,someone come with so i dont go alone,6
😩,bitchhhhhhhhhhh lol i miss playing softball with you man specially the post game tus,6
😩,stag im not feeling work today,6
😩,i be missing all the action,6
😩,if i dont have a girl as my first child ima legit shed tears,6
😩,ready for my daughter and she not due till nov,6
😩,update feel worse now,6
😩,now i gotta snatch this out amp get something done for day bash,6
😩,i miss it so much,6
😩,i gotta go watch there scenes they had the picnic yet,6
😩,why is he so perfect,6
😩,that was my fav character she did not die let me finishing watching in,6
😩,lao girl dont do it,6
😩,that look sooo bomb,6
😩,but its so good to your body,6
😩,my nephew here it happened so fast,6
😩,i want my body to hurt to lose this fat,6
😩,he better have my fruit bowl when he show up,6
😩,saying goodbye to my cousin and his family was too emotional man this isnt fun,6
😩,im melting,6
😩,why is school so far away from home,6
😩,i cant take you but you speaking facts,6
😩,where are the stars,6
😩,oh my gawd the last one,6
😩,crazy that she went to perform at her concert and got shot such a shame used to love watching her on youtube,6
😩,i feel so tired but cant fall asleep,6
😩,hours mins amp i still int finish,6
😩,every time i watch pitch perfect it makes me miss performing,6
😩,but i thought i was,6
😩,do you love me like you say you do,6
😩,i got my own kid to watch do dont ask me to babysit and im sick,6
😩,want get on it,6
😩,its hot i boring,6
😩,spent their last to get in the door suh,6
😩,i got this ice box where my heart used to be,6
😩,im so weak for chubby cheeks,6
😩,i stop standing him be hes so extra,6
😩,heading back to the city tomorrow,6
😩,i need a burger or something,6
😩,theyre so pretty what isnt legit is this hour flight,6
😩,i wanna go get tatted today but i gotta do hair,6
😩,talk about self control,6
😩,same but its so addicting,6
😩,we already out here,6
😩,im so happy,6
😩,my heart hurts,6
😩,we had way too much in common,6
😩,was tryna got get my nails feet and eyebrows done today but im way too tired now,6
😩,yea every since he crossed over he threw his sneaks out for loafers,6
😩,they got every parish out here for this man funeral,6
😩,dont get me wrong i love having money but i miss hanging with them,6
😩,some fireeeee ass tacos sounds bomb in,6
😩,july needs to hurry and come around,6
😩,missing my brother,6
😩,i swear i dont like wearing bras,6
😩,i want to unfollow all these american boys yoh the torture but i kant,6
😩,currently watching a walk to remember,6
😩,no idea they did film in the philippines a few weeks ago and some people saw takumi saito but i dont know who hell play tho,6
😩,cannot wait till the end of tomorrow when im finally finished school,6
😩,yeah,6
😩,tired,6
😩,i just cant wait to watch thisssssss,6
😩,aww zoe not you too,6
😩,driving through la makes me miss living down here so much more well minus the traffic havent missed that at all,6
😩,ready for pay day,6
😩,mess let down two countries today mexico fans were counting on him too,6
😩,i sadly cannot take part in my day will come,6
😩,not even hours have passed since i last ate tacos and i want more,6
😩,i just cant wait for at to be over and get away with babe for his day we need this,6
😩,its da liquor,6
😩,im not ready for him to be a half grown man yet,6
😩,it kills me inside when people have a stack and put it to their face ew,6
😩,just want to talk to him,6
😩,why is this a thing thats illegal noooo,6
😩,im sorry but i cant stay in the uk when the weather is like this in june,6
😩,why do i be washing my clothes late at night,6
😩,my emotions right now are something crazy,6
😩,job needed bad bad,6
😩,i have work in the morning and im not even close to being tired,6
😩,so i got me a hood ass nutty buddy ice cream from this store amp that shit was horrible im so mad i dont want anymore ice cream,6
😩,never been so bored,6
😩,ill never have another girlfriend,6
😩,eww havent heard anyone say that well done for you so,6
😩,i went on ass and bought an all white outfit yesterday i need to chill,6
😩,its crazy i can start a conversation with anyone except the person i wanna talk to,6
😩,im just a hopeless romantic looking for love,6
😩,their first dance off,6
😩,twice this week people have commented that my lunch looks sad,6
😩,i hate being in my feelings,6
😩,boy of my dreams,6
😩,i always be wondering what i do,6
😩,i wanna go back to sleep,6
😩,getting me a pedicure before this week over,6
😩,one bite,6
😩,my sister definitely called my foundation illuminati foundation lao,6
😩,i want subway,6
😩,the socks didnt even match digi,6
😩,just wanna be in florida already,6
😩,they dont hear me tho,6
😩,nah its cuz hes friends with richard theres mad ships with him and he chose that one,6
😩,ill cry if i get a cramp,6
😩,need a yawning emoji dont you think cher need to make one would use it a lot,6
😩,dont nothing piss me off more than a nigga with no iphone,6
😩,so sad im not going to pride,6
😩,this episode of is giving me anxiety,6
😩,omg the conjuring is so scary,6
😩,damn i really want her,6
😩,my baby bad ass hell she suppose to been a boy her daddy a love this type of shit,6
😩,say it louder for the people in the back,6
😩,them socks,6
😩,why is france attaching all our players,6
😩,i would pay someone to wash it,6
😩,the audi i next to me in,6
😩,me too girl,6
😩,everybody leaving me,6
😩,girl yes i cant take it,6
😩,in badass up wide awake,6
😩,really wanna go down parkway i never been,6
😩,i need some sort of pineapple amp coconut drink ive been craving malibu amp pineapple but i really dont want to drink,6
😩,i dont ask for much but my booty to be rubbed,6
😩,bruh i swear me and sandra are like the same person,6
😩,me too they so cute to me lol,6
😩,just got back home last night amp now i leave again tomorrow,6
😩,i need i need this,6
😩,all his bad habits coming out in the open,6
😩,oooh now i want that too suh winter is the devil,6
😩,aww sorry to hear that brian could you organise a wee tour while youre there lunch maybe all sorts going on in there,6
😩,this blizzard good as hell,6
😩,finna take my ass to we swear ion wanna drive tho,6
😩,better see bae tonight or ima be sad,6
😩,swear,6
😩,why does everyone always say that,6
😩,i swear,6
😩,me and jesus was best friends until i met you,6
😩,i need this nike jacket so bad,6
😩,but she was so thick before tho,6
😩,i want someone thats crazy about me im tired of being the crazy one,6
😩,nigga how why wif why would you how stupid could you be,6
😩,not the stir fry line but i hope we was serving all kinds of booty magic,6
😩,the life of being active,6
😩,but i cant stop staring at my ass,6
😩,feel like a foreigner in my own hometown need to keep myself occupied,6
😩,my uncle farted amp didnt say nothing the dirty shit i gotta deal with,6
😩,im behind eps,6
😩,remind me not to watch syrian dramas while im fasting the amount of food im craving now is unbelievable,6
😩,i dont know if its just me but seeing weird patterns make my skin crawl,6
😩,i hate needles and i hate surgery,6
